datetime,open,high,low,close,volume
2026-07-20T00:46:00.000000,1.34436,1.34436,1.34436,1.34436,1.0
2026-07-20T01:15:00.000000,1.34444,1.34481,1.3443399999999999,1.34446,49.0
2026-07-20T01:16:00.000000,1.34449,1.3445,1.3443,1.34442,18.0
2026-07-20T01:17:00.000000,1.34442,1.34466,1.34424,1.34453,36.0
2026-07-20T01:18:00.000000,1.3445,1.34453,1.34445,1.34446,11.0
2026-07-20T01:19:00.000000,1.34456,1.34456,1.34444,1.34444,7.0
2026-07-20T01:21:00.000000,1.34421,1.34421,1.34421,1.34421,1.0
2026-07-20T01:22:00.000000,1.34421,1.34421,1.34415,1.34421,3.0
2026-07-20T01:30:00.000000,1.34405,1.3446799999999999,1.3439,1.34425,83.0
2026-07-20T01:31:00.000000,1.34425,1.3443100000000001,1.34398,1.34417,58.0
2026-07-20T01:32:00.000000,1.34417,1.34436,1.34389,1.34402,60.0
2026-07-20T01:33:00.000000,1.34403,1.34414,1.34399,1.34399,21.0
2026-07-20T01:34:00.000000,1.3439999999999999,1.34413,1.34393,1.34402,30.0
2026-07-20T01:35:00.000000,1.34403,1.34417,1.34403,1.34416,20.0
2026-07-20T01:36:00.000000,1.34416,1.34416,1.34415,1.34415,2.0
2026-07-20T01:37:00.000000,1.34414,1.34419,1.34406,1.34417,28.0
2026-07-20T01:38:00.000000,1.34417,1.34418,1.34416,1.34417,9.0
2026-07-20T01:39:00.000000,1.34419,1.3443800000000001,1.34415,1.3443800000000001,54.0
2026-07-20T01:40:00.000000,1.34439,1.3444,1.34425,1.3444,31.0
2026-07-20T01:41:00.000000,1.3444,1.34447,1.34435,1.34444,28.0
2026-07-20T01:42:00.000000,1.34443,1.34452,1.3444,1.34445,49.0
2026-07-20T01:43:00.000000,1.34447,1.34457,1.34447,1.3445,47.0
2026-07-20T01:44:00.000000,1.34449,1.3446,1.34445,1.34446,45.0
2026-07-20T01:45:00.000000,1.34445,1.34456,1.34443,1.3445,79.0
2026-07-20T01:46:00.000000,1.3445,1.34469,1.34447,1.34464,57.0
2026-07-20T01:47:00.000000,1.34464,1.34464,1.3443,1.3443100000000001,66.0
2026-07-20T01:48:00.000000,1.3443100000000001,1.3443100000000001,1.34416,1.3443,58.0
2026-07-20T01:49:00.000000,1.3443,1.34436,1.34418,1.34436,67.0
2026-07-20T01:50:00.000000,1.34435,1.34454,1.34433,1.34449,91.0
2026-07-20T01:51:00.000000,1.3445,1.34452,1.3443,1.3443100000000001,59.0
2026-07-20T01:52:00.000000,1.3443100000000001,1.3444,1.34428,1.34436,53.0
2026-07-20T01:53:00.000000,1.34437,1.34447,1.34435,1.34444,53.0
2026-07-20T01:54:00.000000,1.34442,1.34442,1.3443100000000001,1.34432,69.0
2026-07-20T01:55:00.000000,1.34432,1.34432,1.34419,1.34427,34.0
2026-07-20T01:56:00.000000,1.34427,1.34427,1.3442,1.34424,46.0
2026-07-20T01:57:00.000000,1.34424,1.34427,1.3441100000000001,1.34421,62.0
2026-07-20T01:58:00.000000,1.34421,1.34448,1.34421,1.34445,42.0
2026-07-20T01:59:00.000000,1.34445,1.3445,1.34442,1.34442,34.0
2026-07-20T02:00:00.000000,1.34442,1.34456,1.34433,1.34445,59.0
2026-07-20T02:01:00.000000,1.34445,1.3446,1.34445,1.34445,45.0
2026-07-20T02:02:00.000000,1.34445,1.34461,1.34445,1.34458,46.0
2026-07-20T02:03:00.000000,1.34457,1.34466,1.34457,1.34466,36.0
2026-07-20T02:04:00.000000,1.34466,1.34475,1.34461,1.34463,50.0
2026-07-20T02:05:00.000000,1.34462,1.3446799999999999,1.34462,1.34464,40.0
2026-07-20T02:06:00.000000,1.34464,1.3446799999999999,1.3446,1.34461,50.0
2026-07-20T02:07:00.000000,1.34461,1.34462,1.34456,1.34456,22.0
2026-07-20T02:08:00.000000,1.34456,1.34458,1.34452,1.34455,23.0
2026-07-20T02:09:00.000000,1.34456,1.34456,1.34449,1.3445,15.0
2026-07-20T02:10:00.000000,1.3445,1.3445,1.3443800000000001,1.34443,19.0
2026-07-20T02:11:00.000000,1.34444,1.34455,1.34444,1.34455,29.0
2026-07-20T02:12:00.000000,1.34454,1.34466,1.34454,1.3446500000000001,42.0
2026-07-20T02:13:00.000000,1.3446500000000001,1.34466,1.34455,1.3446,14.0
2026-07-20T02:14:00.000000,1.3446,1.34461,1.34452,1.34454,19.0
2026-07-20T02:15:00.000000,1.34454,1.34455,1.34454,1.34455,4.0
2026-07-20T02:16:00.000000,1.34455,1.34455,1.34449,1.3445,11.0
