datetime,open,high,low,close,volume
2026-07-13T00:36:00.000000,0.69456,0.69456,0.69456,0.69456,1.0
2026-07-13T00:37:00.000000,0.69456,0.69456,0.69456,0.69456,1.0
2026-07-13T00:38:00.000000,0.69456,0.69467,0.69456,0.69466,4.0
2026-07-13T00:39:00.000000,0.69468,0.69468,0.69467,0.69467,2.0
2026-07-13T00:40:00.000000,0.69467,0.69468,0.69452,0.69452,4.0
2026-07-13T00:41:00.000000,0.69452,0.69452,0.69449,0.69449,2.0
2026-07-13T00:42:00.000000,0.69449,0.69452,0.69449,0.6945,3.0
2026-07-13T00:43:00.000000,0.6945,0.6945,0.6945,0.6945,1.0
2026-07-13T00:44:00.000000,0.6945,0.6945,0.6945,0.6945,1.0
2026-07-13T00:45:00.000000,0.6945,0.6945,0.69448,0.6945,3.0
2026-07-13T00:46:00.000000,0.6945,0.6945,0.69449,0.69449,2.0
2026-07-13T00:47:00.000000,0.69449,0.6945,0.69449,0.6945,2.0
2026-07-13T00:48:00.000000,0.6945,0.6945,0.69449,0.69449,2.0
2026-07-13T00:49:00.000000,0.69449,0.6945,0.69449,0.6945,2.0
2026-07-13T00:50:00.000000,0.6945,0.69452,0.6945,0.69452,2.0
2026-07-13T00:51:00.000000,0.69452,0.69452,0.69448,0.69451,10.0
2026-07-13T00:52:00.000000,0.69451,0.69451,0.69432,0.69432,7.0
2026-07-13T00:53:00.000000,0.69432,0.6945,0.69431,0.69449,7.0
2026-07-13T00:54:00.000000,0.69445,0.69451,0.69434,0.69451,7.0
2026-07-13T00:55:00.000000,0.6946,0.69461,0.6946,0.6946,3.0
2026-07-13T00:56:00.000000,0.6946,0.6946,0.69445,0.69448,9.0
2026-07-13T00:57:00.000000,0.69448,0.6945,0.69444,0.6945,4.0
2026-07-13T00:58:00.000000,0.6945,0.6945,0.69445,0.69445,3.0
2026-07-13T00:59:00.000000,0.69445,0.69447,0.69445,0.69447,3.0
2026-07-13T01:00:00.000000,0.69447,0.69448,0.69447,0.69448,2.0
2026-07-13T01:01:00.000000,0.69448,0.69448,0.69446,0.69447,7.0
2026-07-13T01:02:00.000000,0.69447,0.69464,0.69446,0.69459,11.0
2026-07-13T01:03:00.000000,0.69459,0.69459,0.69445,0.69445,3.0
2026-07-13T01:04:00.000000,0.69445,0.69452,0.69445,0.69452,5.0
2026-07-13T01:05:00.000000,0.69452,0.69452,0.6944,0.6944,24.0
2026-07-13T01:06:00.000000,0.69441,0.69442,0.69438,0.69438,10.0
2026-07-13T01:07:00.000000,0.69438,0.69443,0.69437,0.69443,4.0
2026-07-13T01:08:00.000000,0.69443,0.69443,0.69443,0.69443,1.0
2026-07-13T01:09:00.000000,0.69443,0.69443,0.69437,0.69437,3.0
2026-07-13T01:10:00.000000,0.69437,0.69437,0.69437,0.69437,1.0
2026-07-13T01:11:00.000000,0.69437,0.69454,0.69437,0.69454,2.0
2026-07-13T01:12:00.000000,0.69456,0.69456,0.69446,0.69446,3.0
2026-07-13T01:13:00.000000,0.69446,0.69446,0.69443,0.69443,4.0
2026-07-13T01:14:00.000000,0.69443,0.69443,0.69442,0.69443,5.0
2026-07-13T01:15:00.000000,0.69443,0.69456,0.69443,0.69455,7.0
2026-07-13T01:16:00.000000,0.69456,0.69457,0.6945,0.6945,4.0
2026-07-13T01:17:00.000000,0.6945,0.69451,0.6945,0.6945,3.0
2026-07-13T01:18:00.000000,0.69449,0.6945,0.69449,0.6945,4.0
2026-07-13T01:19:00.000000,0.69449,0.69451,0.69449,0.69451,5.0
2026-07-13T01:20:00.000000,0.69451,0.69457,0.69451,0.69456,3.0
2026-07-13T01:21:00.000000,0.69451,0.69451,0.69449,0.6945,7.0
2026-07-13T01:22:00.000000,0.6945,0.69456,0.69445,0.69455,8.0
2026-07-13T01:23:00.000000,0.69455,0.69456,0.69446,0.69447,7.0
2026-07-13T01:24:00.000000,0.69447,0.69447,0.69446,0.69446,2.0
2026-07-13T01:25:00.000000,0.69446,0.69446,0.69437,0.69438,17.0
2026-07-13T01:26:00.000000,0.69438,0.69441,0.69435,0.69435,12.0
2026-07-13T01:27:00.000000,0.69434,0.69435,0.69412,0.69432,15.0
2026-07-13T01:28:00.000000,0.69432,0.69432,0.69423,0.69425,10.0
2026-07-13T01:29:00.000000,0.69426,0.69426,0.69425,0.69426,3.0
2026-07-13T01:30:00.000000,0.69425,0.69445,0.69411,0.69431,109.0
2026-07-13T01:31:00.000000,0.69431,0.69437,0.69413,0.69415,58.0
2026-07-13T01:32:00.000000,0.69415,0.69415,0.69371,0.69384,50.0
2026-07-13T01:33:00.000000,0.69387,0.69389,0.69361,0.69374,38.0
2026-07-13T01:34:00.000000,0.69374,0.69394,0.69365,0.69394,33.0
2026-07-13T01:35:00.000000,0.69394,0.69394,0.69348,0.69351,61.0
2026-07-13T01:36:00.000000,0.69352,0.69359,0.69352,0.69358,31.0
2026-07-13T01:37:00.000000,0.69358,0.69358,0.69334,0.69344,48.0
2026-07-13T01:38:00.000000,0.69344,0.69358,0.6934,0.69358,25.0
2026-07-13T01:39:00.000000,0.69358,0.69368,0.69352,0.69364,31.0
2026-07-13T01:40:00.000000,0.69364,0.69375,0.69361,0.69371,30.0
2026-07-13T01:41:00.000000,0.69371,0.69372,0.69357,0.69359,34.0
2026-07-13T01:42:00.000000,0.69359,0.6936,0.69346,0.69349,60.0
2026-07-13T01:43:00.000000,0.69349,0.69351,0.69331,0.69347,72.0
2026-07-13T01:44:00.000000,0.69347,0.69347,0.69329,0.69332,62.0
2026-07-13T01:45:00.000000,0.69332,0.69332,0.69321,0.69326,60.0
2026-07-13T01:46:00.000000,0.69327,0.69348,0.69327,0.69337,47.0
2026-07-13T01:47:00.000000,0.69337,0.69352,0.69332,0.69346,57.0
2026-07-13T01:48:00.000000,0.69346,0.69349,0.69341,0.69343,39.0
2026-07-13T01:49:00.000000,0.69343,0.69348,0.69341,0.69342,34.0
2026-07-13T01:50:00.000000,0.69342,0.69351,0.69341,0.6935,43.0
2026-07-13T01:51:00.000000,0.6935,0.69358,0.6935,0.69357,43.0
2026-07-13T01:52:00.000000,0.69357,0.6936,0.69356,0.69357,24.0
2026-07-13T01:53:00.000000,0.69357,0.6936,0.69355,0.69356,29.0
2026-07-13T01:54:00.000000,0.69356,0.69359,0.69353,0.69358,29.0
2026-07-13T01:55:00.000000,0.69358,0.69359,0.69355,0.69356,26.0
2026-07-13T01:56:00.000000,0.69356,0.69359,0.69355,0.69356,21.0
2026-07-13T01:57:00.000000,0.69356,0.69361,0.69355,0.6936,16.0
2026-07-13T01:58:00.000000,0.6936,0.69372,0.6936,0.69371,37.0
2026-07-13T01:59:00.000000,0.69371,0.69373,0.69365,0.69372,35.0
2026-07-13T02:00:00.000000,0.69372,0.69392,0.69372,0.6939,65.0
2026-07-13T02:01:00.000000,0.6939,0.69393,0.69381,0.69384,37.0
2026-07-13T02:02:00.000000,0.69384,0.69385,0.6938,0.69382,28.0
2026-07-13T02:03:00.000000,0.69382,0.69382,0.69378,0.69382,29.0
2026-07-13T02:04:00.000000,0.69381,0.69387,0.69377,0.69387,21.0
